蝦鬚,he5-chhiu
蝦鬚仔線,he5-chhiu-a2-soaⁿ3
蝦只豆腐,he5-chi2-tau7-hu7
蝦煎,he5-chiⁿ3
和番,he5-hoan
和番,ho5-hoan
和番,her5-hoan
回復,he5-hok
回復,hoe5-hok
回復,her5-hok
回魂,he5-hun5
回婚書,her5-hun-chir
蝦圓,he5-oan5
蝦仁,he5-jin5
奚角,he5-kak
奚角頭,he5-kak-thau5
蝦猴,he5-kau5
下價,he5-ke3
下價,hoe5-ke3
下價,her5-ke3
蝦ko5,he5-ko5
蝦鮭,he5-koe5
蝦公鬚,he5-kong-chhiu
蝦蛄,he5-ko͘
蝦蛄草,he5-ko͘-chhau2
蝦蛄頭,he5-ko͘-thau5
回南,he5-lam5
回南,hoe5-lam5
回南,her5-lam5
蝦籠,he5-lang2
回落,he5--loh8
回落,hoe5--loh8
回落,her5-loh8
回話,he5-oe7
回話,hoe5-oe7
回話,her5-oe7
回拜,he5-pai3
回批,he5-phoe
回批,hoe5-phe
回批,her5-phoe
蝦脯,he5-po͘2
和尚,he5-siuⁿ7
和尚,hoe5-sio͘ⁿ7
和尚,her5-siuⁿ7
和尚庵,he5-siuⁿ7-am
和尚帽,he5-siuⁿ7-bo7
和尚家,he5-siuⁿ7-ka
和尚腳仔,he5-siuⁿ7-kha-a2
和尚子,her5-siuⁿ7-kaⁿ2
和尚lak,he5-siuⁿ7-lak
和尚禮,he5-siuⁿ7-le2
和尚襖,he5-siuⁿ7-o2
和尚房,he5-siuⁿ7-pang5
和尚婆,he5-siuⁿ7-po5
和尚衫,he5-siuⁿ7-saⁿ
和尚頭,he5-siuⁿ7-thau5
和尚槌,he5-siuⁿ7-thui5
和尚徒弟,he5-siuⁿ7-to͘5-te7
回重,he5-tang7
回答,he5-tap
蝦thang,he5-thang
回頭轎,he5-thau5-kio7
回頭烏,he5-thau5-o͘
回頭定銀,her5-thau5 tiaⁿ7-girn5
回帖,he5-thiap
回帖,hoe5-thiap
回帖,her5-thiap
系,he7
下,he7
會,he7
會,hoe7
會,her7
夏,he7
夏仔,he7-a2
會仔銀,he7-a2-gun5
會仔銀,hoe7-a2-gin5
會仔銀,her7-a2-girn5
下後手,he7-au7-chhiu2
下網,he7-bang7
夏尾,he7-be2
夏糜,he7-be5
下載,he7-chai7
下種,he7-cheng2
下車,he7-chhia
下手,he7-chhiu2
夏至,he7-chi3
下真張,he7-chin-tiuⁿ
下紙,he7-choa2
下橈,he7-gio5
下願,he7-goan7
會銀,he7-gun5
會銀,hoe7-gin5
會銀,her7-girn5
係項,he7-hang7
下貨,he7-he3
嘩嘩叫,he7-he7-kio3
嘩嘩震,he7-he7-tio7
下符,he7-hu5
夏衣,he7-i
下鹽,he7-iam5
會人情,he7-jin5-cheng5
會腳,he7-kha
下較低,he7-khah-ke7
下棺,he7-koan
夏枯草,he7-ko͘-chhau2
下力,he7-lat8
夏令,he7-leng7
下落,he7-loh8
下--落去,he7--loh8-khi3
下賂,he7-lo͘7
會不著,he7-m7-tioh8
會不著,hoe7-m7-tioh8
會不著,her7-m7-tioh8
下命,he7-mia7
下平安,he7-peng5-an
下筆,he7-pit
下肥,he7-pui5
下本,he7-pun2
下佛,he7-put8
會不是,he7-put-si7
會不是,hoe7-put-si7
會不是,her7-put-si7
下死槌,he7-si2-tui5
會賬,he7-siau3
會賬,hoe7-siau3
會賬,her7-siau3
下性命,he7-siⁿ3-mia7
下神明,he7-sin5-beng5
下神託佛,he7-sin5 thok-put8
會算,he7-sng3
會算,hoe7-suiⁿ3
會算,her7-sng3
下搾,he7-soeh
會頭,he7-thau5
會頭,hoe7-thau5
會頭,her7-thau5
夏天,he7-thiⁿ
下天下地,he7-thiⁿ he7-toe7
系統,he7-thong2
下碇,he7-tiaⁿ3
夏藤,he7-tin5
係長,he7-tiuⁿ2
下毒,he7-tok8
灰漆,he-chhat
灰漆,hoe-chhat
灰漆,her-chhat
灰石,he-chioh8
灰石,hoe-chioh8
灰石,her-chioh8
灰行,he-choa7
灰水,he-chui2
灰水,hoe-chui2
灰水,her-chui2
盻盻,he-he
盻盻,her-her
盻盻,her-ler
霞霞,he-he
霞霞,he5-he5
霞霞,her-her
灰粉,he-hun2
灰粉,hoe-hun2
灰粉,her-hun2
灰窯,he-io5
灰窯,hoe-io5
灰窯,her-io5
赫,hek
嚇,hek
黑,hek
或,hek8
肉,mah
或者,hek8-chia2
獲罪,hek8-choe7
獲利,hek8-li7
或曰,hek8-oat8
或是,hek8-si7
肉身,hek8-sin
檄首,hek8-siu2
黑暗,hek-am3
黑面郎君,hek-bin7-long5-kun
黑齒,hek-chhi2
黑棗,hek-cho2
黑子,hek-chu2
灰壙,he-khong3
灰壙,hoe-khong3
灰壙,her-khng3
黑虎神,hek-ho͘2-sin5
黑薑,hek-kiuⁿ
黑龍江,hek-liong5-kang
黑龍江省,hek-liong5-kang-seng2
黑白,hek-pek8
黑餅,hek-piaⁿ2
黑色人種,hek-sek jin5-chiong2
黑砂瘤,hek-soa-liu5
黑死病,hek-su2-peng7
黑痘,hek-tau7
黑帝,hek-te3
he痀,he-ku
灰龜,he-ku
灰龜,hoe-ku
灰龜,her-ku
黑瘟疫,hek-un-ek8
灰藍色,he-lam5-sek
灰藍色,hoe-lam5-sek
灰藍色,her-lam5-sek
下你蟶下你蚵,he-li2-than he7-li2-o5
灰寮,he-liau5
唯嘮,heⁿ7-loh
heⁿ8h-heⁿ8h,heⁿ8h-heⁿ8h
兄,heng
興,hin
胸,heng
悻悻,heng2-heng2
興,hin3
興味,heng3-bi7
興插事,heng3-chhap-su7
興chhih-chhih,heng3-chhih-chhih
興酒,heng3-chiu2
興戲,heng3-sun3
興事,heng3-su7
興倒,heng3-tau2
興頭,heng3-thau5
邢,heng5
形,heng5
刑,heng5
雄,heng5
行,heng5
刑案,heng5-an3
刑名,heng5-beng5
形模,heng5-bo͘5
刑務所,heng5-bu7-so͘2
行文,heng5-bun5
行災,heng5-chai
行在,heng5-chai7
還債,hiriⁿ5-che3
形跡,heng5-chek
行政,heng5-cheng3
行刺,heng5-chhi3
行星,heng5-chhiⁿ
恆星,heng5-chhiⁿ
行草,heng5-chho2
恆春,heng5-chhun
行舟,heng5-chiu
行裝,heng5-chong
形狀,heng5-chong7
行走,heng5-cho͘2
行船,heng5-choan5
橫逆,hoaiⁿ5-gek8
行儀,heng5-gi5
還願,hiriⁿ5-goan7
行孝,heng5-hau3
形骸,heng5-hai5
橫行,heng5-heng5
行幸,heng5-heng7
行險僥倖,heng5-hiam2-hiau-heng7
行血,heng5-hiat
行兇,heng5-hiong
行香,heng5-hiuⁿ
橫禍,heng5-ho7
刑法,heng5-hoat
刑罰,heng5-hoat8
行醫,heng5-i
形鹽,heng5-iam5
形影,heng5-eng2
形容,heng5-iong5
行商,heng5-siong
行人,heng5-jin5
行徑,heng5-keng3
行啟,heng5-khe2
刑剋,heng5-khek
行氣,heng5-khi3
還庫,heng5-kho͘3
行宮,heng5-kiong
行強,heng5-kiong5
行權,heng5-koan5
刑具,heng5-ku7
行軍,heng5-kun
恆例,heng5-le7
橫領,heng5-leng2
行李,heng5-li2
行列,heng5-liat
刑戮,heng5-liok8
行旅,heng5-lu2
行旅,heng5-li2
行旅,heng5-lir2
刑律,heng5-lut8
行年,heng5-lian5
行糧,heng5-niu5
行轅,heng5-oan5
行衛,heng5-oe7
橫惡,heng5-ok
刑房,heng5-pang5
行房,heng5-pong5
行兵,heng5-peng
行聘,heng5-pheng3
橫暴,heng5-po7
刑部,heng5-po͘7
恆產,heng5-san2
形勢,heng5-se3
形式,heng5-sek
行善,heng5-sian7
還賬,heng5-siau3
形像,heng5-siong7
行私,heng5-su
行書,heng5-su
刑事,heng5-su7
行臺,heng5-tai5
形態,heng5-thai3
形體,heng5-the2
形頭,heng5-thio5
刑條,heng5-tiau5
刑杖,heng5-tiong7
行動,heng5-tong7
行動舉止,heng5-tong7-ku2-chi2
形圖,heng5-to͘5
形威,heng5-ui
行為,heng5-ui5
行,heng7
莧,heng7
贈,heng7
贈,haiⁿ
贈,hiriⁿ7
幸,heng7
杏,heng7
莧菜,heng7-chhai3
杏月,heng7-goat8
幸遇,heng7-gu7
杏花,heng7-hoa
幸福,heng7-hok
杏紅,heng7-hong5
杏仁,heng7-jin5
杏仁油,heng7-jin5-iu5
杏仁露,heng7-jin5-lo͘7
杏仁酥,heng7-jin5-so͘
杏仁豆腐,heng7-jin5-tau7-hu7
杏仁茶,heng7-jin5-te5
杏仁湯,heng7-jin5-thng
贈粿,hiriⁿ7-ker2
贈口份,hiriⁿ7-khau2-hun7
杏梅,heng7-mui5
杏壇,heng7-tan5
幸得,heng7-teh
興亡,heng-bong5
胸前,heng-cheng5
兄姊,heng-chi2
胸槽,heng-cho5
興泉永道,heng-choan5-eng2-to7
興業,heng-giap8
胸hah8,heng-hah8
興化,heng-hoa3
興廢,heng-hoe3
興工,heng-kang
胸格,heng-keh
胸坎,heng-kham2
胸坎格,heng-kham2-keh
胸坎骨,heng-kham2-kut
胸坎毛,heng-kham2-mo͘
興起,heng-khi2
興隆,heng-liong5
興旺,heng-ong
興敗,heng-pai7
興兵,heng-peng
興衰,heng-soe
兄臺,heng-tai5
兄弟,heng-te7
興通,heng-thong
兄長,heng-tiong2
嚇,heh
嚇驚,heⁿh-kiaⁿ
灰包,he-pau
灰白色,he-peh8-sek
灰庀,he-phi2
灰phiaⁿ2,he-phiaⁿ2
灰phiaⁿ2,hoe-phiaⁿ2
灰phiaⁿ2,her-phiaⁿ2
蝦卑,he-pi
灰壁,he-piah
灰壁,hoe-piah
灰壁,her-piah
灰棒,he-phang7
灰色,he-sek
灰色,hoe-sek
灰色,her-sek
灰匙,he-si5
灰匙,hoe-si5
灰匙,her-si5
下蟶下蚵,he-than he7-o5
灰頭,he-thau5
灰頭,hoe-thau5
灰頭,her-thau5
灰土,he-tho͘5
灰土,hoe-tho͘5
灰土,her-tho͘5
灰槌,he-thui5
灰槌,hoe-thui5
灰槌,her-thui5
稀,hi
墟,hi
嘻,hi
希,hi
喜,hi2
喜鵲,hi2-chhiok
喜沖喜,hi2-chhiong-hi2
喜齣,hi2-chhut
喜出望外,hi2 chhut-bong7-goa7
喜鳥,hi2-chiau2
喜酒,hi2-chiu2
許准,hi2-chun2
彼的,hi2-e5
喜喜,hi2-hi2
喜歡,hi2-hoan
喜服,hi2-hok8
喜捐,hi2-ian5
喜筵,hi2-ian5
喜悅,hi2-iat8
喜容,hi2-iong5
喜日,hi2-jit8
喜慶,hi2-kheng3
許可,hi2-kho2
喜轎,hi2-kio7
喜捐,hi2-koan
戲弄,hi3-lang7
喜樂,hi2-lok8
喜怒,hi2-lo͘7
喜炮,hi2-phau3
喜報,hi2-po3
喜不見喜,hi2 put-kian3-hi2
喜捨,hi2-sia2
喜心,hi2-sim
喜信,hi2-sin3
喜神,hi2-sin5
喜壽,hi2-siu7
喜事,hi2-su7
彼兜,hi2-tau
彼塊,hi2-te3
喜兆,hi2-tiau7
喜題,hi2-toe5
喜雨,hi2-u2
喜允,hi2-un2
戲,hi3
肺,hui3
戲仔,hi3-a2
戲仔班,hi3-a2-pan
肺網積氣,hi3-bang7 chek-khi3
戲文,hi3-bun5
肺腫大,hi3-cheng2-toa7
戲闖,hi3-chhoang3
戲齣,hi3-chhut
肺臟,hi3-chong7
戲主,hi3-chu2
戲船,hi3-chun5
肺癰,hi3-iong
戲言,hi3-gan5
戲戲謔謔,hi3- hi3-hiauh-hiauh
戲謔,hi3-hiak
戲謔,hi3-hiok
戲謔戲謔,hi3-hiok-hi3-hiok
戲園,hi3-hng5
戲園,hi3-oan5
戲園門,hi3-oan5-mng5
戲服,hi3-hok8
戲虎,hi3-ho͘2
肺虛,hi3-hu
肺腑,hi3-hu2
肺腐症,hi3-hu2-cheng3
肺炎,hi3-iam7
肺衣炎,hi3-i-iam7
肺熱暴喘,hi3-jiat8 po7-chhoan2
戲曲,hi3-khek
肺氣腫大,hi3-khi3 cheng2-toa7
戲腔,hi3-khiuⁿ
肺結核,hi3-kiat-hut8
戲金,hi3-kim
戲腳,hi3-kioh
肺管,hi3-kuiⁿ2
戲館,hi3-koan2
戲鼓聲,hi3-ko͘2-siaⁿ
戲籠,hi3-lang2
肺癆,hi3-lo5
肺脈血結症,hi3-meh8 hiat-kiat-cheng3
肺膜,hi3-moh8
肺膜炎,hi3-moh8-iam7
戲班,hi3-pan
戲房,hi3-pang5
肺胞膜炎,hi3-pau-moh8-iam7
戲盆,hi3-phun5
戲棚,hi3-peⁿ5
肺病,hi3-piⁿ7
肺病,hi3-peng7
肺病,hi3-peⁿ7
戲生,hi3-seng
戲先生,hi3-sian-siⁿ
戲箱,hi3-siuⁿ
肺燥咳嗽,hi3-so3 hai7-sau3
戲台,hi3-tai5
戲頭家,hi3-thau5-ke
肺體積血,hi3-the2 chek-hiat
肺體發炎,hi3-the2 hoat-iam7
肺體加答兒,hi3-the2 ka-tap-ji5
肺體氣腫,hi3-the2 khi3 tiong3
戲柱,hi3-thiau7
戲豬,hi3-ti
肺脹,hi3-tiong3
肺脹大,hi3-tiong3-toa7
戲場,hi3-tiuⁿ5
戲單,hi3-toaⁿ
戲旦,hi3-toaⁿ3
戲桌,hi3-toh
肺萎,hi3-ui2
魚,hi5
魚,hu5
魚,hir5
魚仔,hi5-a2
魚仔孔,hi5-a2-khang
魚肉,hi5-bah
魚尾,hi5-be2
魚尾,hi5-boe2
魚尾,hir5-ber2
魚尾叉,hi5-be2-chhe
魚栽,hi5-chai
魚栽槽仔,hi5-chai-cho5-a2
魚栽濾,hi5-chai-lu7
魚鑿,hi5-chhak8
魚腮,hi5-chhi
魚翅,hi5-chhi3
魚市,hi5-chhi7
魚chhiam2,hi5-chhiam2
魚簽草,hi5-chhiam-chhau2
魚腥,hi5-chhiⁿ
魚生,hi5-chhiⁿ
魚臊,hi5-chho
魚臊草,hi5-chho-chhau2
魚子,hi5-chi2
魚食露水,hi5 chiah8-lo͘7-chui2
魚針草,hi5-chiam-chhau2
魚炸,hi5-chiⁿ3
魚醬,hi5-chiuⁿ3
魚船,hi5-chun5
魚eh8,hi5-eh8
魚篊,hi5-hang5
魚行,hi5-hang5
魚蝦水卒,hu5-he5 chui2-chut
魚肉肉,hi5-hek8-bah
魚魚肉肉,hi5-hi5-bah-bah
魚瓠,hi5-hia
魚販,hi5-hoan3
魚販仔白,hi5-hoan3-a2-peh8
魚hoan7魚,hir5-hoan7-hir5
魚花,hi5-hoe
魚虎,hi5-ho͘2
魚脯,hi5-hu2
魚iat8,hi5-iat8
魚油,hi5-iu5
魚餌,hi5-ji7
魚膠,hi5-ka
魚為獺忍寒,hi5 ka7-thoah lun2-koaⁿ5
魚郊,hi5-kau
魚架仔,hi5-ke3-a2
魚架仔,hu5-ke3-a2
魚架仔,hir5-ke3-a2
魚khah,hi5-khah
魚箍,hi5-kho͘
魚鰭,hi5-ki5
魚羹,hi5-kiⁿ
魚鍋,hi5-ko
魚ko5,hi5-ko5
魚干,hi5-koaⁿ
魚肝油,hi5-koaⁿ-iu5
魚鮭,hir5-kere5
魚la5,hi5-la5
魚鱗,hi5-lan5
魚鱗,hu5-lan5
魚鱗,hir5-lan5
魚鱗cheh,hi5-lan5-cheh
魚鱗冊,hu5-lan5-chheh
魚鱗形,hi5-lan5-heng5
魚鰍,hi5-liu
魚鰍草,hi5-liu-chhau2
魚鰍環,hi5-liu-khoan5
魚雷,hi5-lui5
魚籃,hi5-na5
魚籃,hu5-na5
魚籃,hir5-na5
魚岭,hi5-nia7
魚卵,hi5-nuiⁿ7
魚丸,hi5-oan5
魚丸箍,hi5-oan5-kho͘
魚披,hi5-phi
魚標,hi5-pio
魚鰾,hi5-pio7
魚鰾膠,hi5-pio7-ka
魚脯,hi5-po͘2
魚脯,hu5-po͘2
魚脯,hir5-po͘2
魚脯eh8,hi5-po͘2-eh8
魚蝨,hi5-sat
魚翼,hi5-sit8
魚siuⁿ2,hi5-siuⁿ2
魚siuⁿ2,hir5-siuⁿ2
魚siuⁿ2,hu5-siuⁿ2
魚凍,hi5-tang3
魚罩,hi5-tau3
魚燈,hi5-teng
魚篩,hi5-thai
魚趁生,hi5-than3-chhiⁿ
魚頭擴,hi5-thau5-khok
魚池,hi5-ti5
魚藤,hi5-tin5
魚肚,hi5-to͘7
魚塭,hi5-un3
耳,hiⁿ7
耳仔,hi7-a2
魚仔唇,hi7-a2-tun5
耳甕,hi7-ang3
耳箭,hi7-chiⁿ3
耳珠,hi7-chu
耳葉,hi7-hioh8
耳風,hi7-hong
耳鉤,hi7-kau
耳鉤草,hi7-kau-chhau2
耳孔,hiⁿ7-khang
耳孔仔藤,hi7-khang-a2-tin5
耳孔輕,hi7-khang-khin
耳孔鬼,hi7-khang-kui2
耳科,hi7-khe
耳環,hi7-khoan5
耳鏡,hi7-kiaⁿ3
耳鼓,hi7-ko͘2
耳漏,hi7-lau7
耳扒,hi7-pe5
耳邊風,hi7-piⁿ-hong
耳屎,hi7-sai2
耳塞,hi7-that
耳蒂,hi7-ti3
耳痔,hi7-ti7
耳刀,hi7-to
耳墜,hi7-tui7
耳唇,hi7-tun5
耳挖,hi7-uih
靴,hia
瓠,hia
彼,hia
蟻,hia7
瓦,hia7
瓦蔥,hia7-chhang
瓦厝,hia7-chhu3
瓦將軍,hia7-chiong-kun
瓦槽,hia7-cho5
瓦船,hia7-chun5
瓦花,hia7-hoe
瓦窯,hia7-io5
瓦iuⁿ2,hia7-iuⁿ2
瓦工,hia7-kang
瓦溝,hia7-kau
蟻公包,hia7-kong-pau
鱟骿,hau7-phiaⁿ
鱟骿枾,hau7-phiaⁿ-phoe3
瓦片仔厝,hia7-phiⁿ3-a2-chhu3
瓦sian,hia7-san
蟻巢,hia7-siu7
瓦筒,hia7-tang5
瓦蟲,hia7-thang5
瓦刀,hia7-to
靴ang3,hia-ang3
瓠蚊,hia-bang2
靴模,hia-bo͘5
彼此,hia-chia
hia遮,hia-chia
靴尖,hia-chiam
彼--的,hia-e5
彼,hoah
額,hiah8
額眉,hiah8-bai5
額前,hiah8-cheng5
額痕,hiah8-hun5
額角,hiah8-kak
額腳,hiah8-kha
額勢,hiah8-se3
額頭,hiah8-thau5
彼的,hiah-e5
瓠魚,hia-hi5
瓠瓠,hia-lia
彼久,hiah-ku2
彼呢,hiah-nih
靴管,hia-kong2
瓠--人,hia--lang5
辛,hiam
險,hiam2
險隘,hiam2-ai3
險馬,hiam2-be2
險處,hiam2-chhu3
險一險,hiam2-chit8-hiam2
險一點仔,hiam2-chit8-tiam2-a2
險阻,hiam2-cho͘2
險峻,hiam2-chun3
險險,hiam2-hiam2
險要,hiam2-iau3
險計,hiam2-ke3
險路,hiam2-lo͘7
喊,hiam3
喊賊,hiam3-chhat8
喊牛--的,hiam3-gu5--e5
喊咻,hiam3-hiu
喊喝,hiam3-hoah
喊角,hiam3-kak
喊叫,hiam3-kio3
喊救,hiam3-kiu3
喊冤,hiam3-oan
喊煞,hiam3-soah
嫌,hiam5
嫌惟是,hiam5-bi7-si7
嫌疑,hiam5-gi5
嫌戲無請,hiam5-hi3-bo5-chhiaⁿ2
嫌忌,hiam5-khi7
嫌肝嫌腱,hiam5-koaⁿ-hiam5-kian7
嫌貴,hiam5-kui3
嫌東嫌西,hiam5-tang-hiam5-sai
辛鑽鑽,hiam-chng3-chng3
辛辛,hiam-hiam
辛kih8-kih8,hiam-kih8-kih8
辛kih-kih,hiam-kih-kih
辛kiuh8-kiuh8,hiam-kiuh8-kiuh8
辛kiuh-kiuh,hiam-kiuh-kiuh
辛割割,hiam-koah-koah
辛料,hiam-liau7
辛辣辣,hiam-loah8-loah8
辛辣辣,hiam-loah-loah
掀,hian
軒,hian
兄,hiaⁿ
香,hiaⁿ
顯,hian2
撼,hian2
hiaⁿ2,hiaⁿ2
hiaⁿ2,hiaⁿ2
顯目,hiaⁿ2-bak8
顯明,hian2-beng5
顯名,hian2-beng5
顯微鏡,hian2-bi5-kiaⁿ3
顯職,hian2-chit
顯祖榮宗,hian2-cho͘2 eng5-chong
顯應,hian2-eng3
顯榮,hian2-eng5
hian2-hiaⁿ2,hiaⁿ2-hiaⁿ2
顯影,hian2-iaⁿ2
顯耀,hian2-iau7
顯揚,hian2-iong5
顯然,hian2-jian5
hian2弓,hian2-keng
顯考,hian2-kho2
hiaⁿ2烏,hiaⁿ2-o͘
顯妣,hian2-pi2
顯聖,hian2-seng3
顯達,hian2-tat8
hiaⁿ2場,hiaⁿ2-tiuⁿ5
獻,hian3
hian3,hian3
憲,hian3
向,hiaⁿ3
向後,hiaⁿ3-au7
獻祭,hian3-che3
憲政,hian3-cheng3
獻情,hian3-cheng5
向前,hiaⁿ3-cheng5
獻手,hian3-chhiu2
獻醜,hian3-chhiu2
獻嘴,hian3-chhui3
獻做四獻,hian3-cho3-si3-hian3
獻紙,hian3-choa2
獻紙錢,hian3-choa2-chiⁿ5
獻胸,hian3-heng
憲法,hian3-hoat
獻花,hian3-hoe
向腰,hiaⁿ3-io
憲諭,hian3-ju7
獻胛,hian3-kah
獻江,hian3-kang
獻計策,hian3-ke3-chhek
獻敬,hian3-keng3
獻敬首,hian3-keng3-siu2
獻孔,hian3-khang
獻開,hian3-khui
向開,hiaⁿ3-khui
憲轎,hian3-kio7
獻光,hian3-kuiⁿ
獻官,hian3-koaⁿ
獻貢,hian3-kong3
獻裾,hian3-ku
獻君,hian3-kun
獻納,hian3-lap8
向流,hiaⁿ3-lau5
獻落公,hian3-loh8-kong
獻物,hian3-mih8
獻白,hian3-peh8
憲兵,hian3-peng
憲司,hian3-si
向時,hiaⁿ3-si5
獻城,hian3-siaⁿ5
獻身,hian3-sin
向身,hiaⁿ3-sin
獻上,hian3-siong7
獻歲菊,hian3-soe3-kiok
獻歲蘭,hian3-soe3-lan5
獻倒,hian3-tau2
獻燈,hian3-teng
獻塚,hian3-thiong2
弦,hian5
懸,hian5
賢,hian5
絃,hian5
焚,hiaⁿ5
橫,hiaⁿ5
絃仔,hian5-a2
絃仔腳,hian5-a2-kha
絃仔譜,hian5-a2-pho͘2
賢明,hian5-beng5
玄米,hian5-bi2
玄武,hian5-bu2
焚柴,hiaⁿ5-chha5
賢妻,hian5-chhe
賢--者,hian5--chia2
玄月,hian5-goat8
賢愚,hian5-gu5
焚火,hiaⁿ5-he2
焚火,hiaⁿ5-hoe2
焚火,hiaⁿ5-her2
賢兄,hian5-heng
煌煌,hiaⁿ5-hiaⁿ5
賢會,hian5-hoe7
賢婦,hian5-hu7
賢人,hian5-jin5
賢儒,hian5-ju5
賢昆玉,hian5-khun-giok8
賢昆仲,hian5-khun-tiong7
絃管,hian5-koan2
賢君,hian5-kun
焚滾,hiaⁿ5-kun2
焚滾水,hiaⁿ5-kun2-chui2
懸梁,hian5-liong5
賢良,hian5-liong5
賢良祀,hian5-liong5-su7
賢婿,hian5-sai3
縣丞,hian5-seng5
賢臣,hian5-sin5
焚燒,hiaⁿ5-sio
懸賞,hian5-siong2
絃線,hian5-soaⁿ3
玄參,hian5-som
賢士,hian5-su7
賢孫,hian5-sun
玄孫,hian5-sun
賢臺,hian5-tai5
懸得,hian5--teh
賢德,hian5-tek
玄天上帝,hian5-thian siong7-te3
賢哲,hian5-tiat
賢姪,hian5-tit8
現,hian7
艾,hiaⁿ7
現買現賣,hian7-boe2 hian7-boe7
現在,hian7-chai7
現證,hian7-cheng3
現前,hian7-cheng5
現清,hian7-chheng
現手,hian7-chhiu2
現手契,hian7-chhiu2-khoe3
現此時,hian7-chhu2-si5
現出,hian7-chhut
現成,hian7-chiaⁿ5
現錢,hian7-chiⁿ5
現職,hian7-chit
現做現見,hian7-choe3 hian7-kiⁿ3
現做現報,hian7-choe3 hian7-po3
現狀,hian7-chong7
現月,hian7-geh8
現銀,hian7-gun5
現銀,hian7-gin5
現銀,hian7-girn5
現貨,hian7-he3
現現,hian7-hian7
艾葉豹,hiaⁿ7-hioh8-pa3
現封,hian7-hong
現況,hian7-hong2
現候,hian7-bo͘7
現任,hian7-jim7
現日,hian7-jit8
現交,hian7-kau
現交關,hian7-kau-koan
艾粿,hiaⁿ7-ke2
現鬮,hian7-khau
現今,hian7-kim
現金,hian7-kim
現見,hian7-kiⁿ3
艾ko2,hiaⁿ7-ko2
現更便,hian7-koh-pian7
現講,hian7-kong2
現人,hian7-lang5
艾綿,hiaⁿ7-mi5
現物,hian7-mih8
現年,hian7-ni5
現報,hian7-po3
現世,hian7-se3
現示,hian7-si3
現時,hian7-si5
現銷銀,hian7-siau-gun5
現銷壓地銀,hian7-siau-teh-toe7-gun5
現銷地價銀,hian7-siau-toe7-ke3-gun5
現象,hian7-siong7
現代,hian7-tai7
現趁現食,hian7-than3 hian7-chiah8
現提,hian7-theh8
現適現,hian7-tu2-hian7
兄妹,hiaⁿ-be7
軒冕,hian-bian2
掀冊,hian-chheh
掀手帕,hian-chhiu2-phe3
掀書,hian-chu
香,hiang
曉,hiang2
響,hiang2
響馬,hiang2-be2
響馬賊,hiang2-be2-chhat8
響馬婆,hiang2-be2-po5
響馬丹,hiang2-be2-tan
響盞,hiang2-choaⁿ2
響應,hiang2-eng3
響弓,hiang2-keng
響亮,hiang2-liang7
響鑼,hiang2-lo5
響皮,hiang2-phe5
向時,hiong3-si5
向素,hiang3-so͘3
香水梨,hiang-chui2-lai5
香香,hiang-hiang
香油,hiang-iu5
香油蝦,hiang-iu5-he5
香油雞,hiang-iu5-koe
香芹菜,hiang-khun5-chhai3
香茅,hiang-m5
嚇,hiaⁿh
hiaⁿh,hiaⁿh
hiaⁿh柴添火,hiaⁿh-chha5 thiⁿ-he2
嚇手,hiaⁿh-chhiu2
嚇--一下,hiaⁿh--chit8-e7
嚇風,hiaⁿh-hong
hiaⁿ-hiaⁿ,hiaⁿ-hiaⁿ
嚇價,hiaⁿh-ke3
掀花,hian-hoe
嚇翼,hiaⁿh-sit8
掀--起來,hian--khi2-lai5
掀開,hian--khui
兄哥,hiaⁿ-ko
掀蓋,hian-koa3
hiaⁿ辣,hiaⁿ-loah8
軒轅,hian-oan5
掀烏巾,hian-o͘-kun
兄嫂,hiaⁿ-so2
兄頭,hiaⁿ-thau5
兄弟,hiaⁿ-ti7
兄弟仔官,hiaⁿ-ti7-a2-koaⁿ
靴鞋,hia-oe5
hiap8,hiap8
挾,hiap8
協,hiap8
拹,hiap8
挾債,hiap8-che3
挾制,hiap8-che3
hiap8折,hiap8-chih8
hiap8下,hiap8-e7
挾疑,hiap8-gi5
協議,hiap8-gi7
協議會,hiap8-gi7-hoe7
協議會員,hiap8-gi7-hoe7-oan5
挾嫌,hiap8-hiam5
協洽,hiap8-hiap8
協和,hiap8-ho5
協會,hiap8-hoe7
挾恨,hiap8-hun7
挾擊,hiap8-kek
hiap8開,hiap8-khui
脇骨,hiap8-kut
協力,hiap8-lek8
協理,hiap8-li2
葉落九州,hiap8-lok8 kiu2-chiu
挾怨,hiap8-oan3
協辦,hiap8-pan7
挾勢,hiap8-se3
協心,hiap8-sim
協臺,hiap8-tai5
協天上帝,hiap8-thian-siong7-te3
協鎮,hiap8-tin3
協同,hiap8-tong5
花班,hia-pai
靴破,hia-phoa3
靴貝,hia-poe3
穴,hiat
hiat,hiat
血,hiat
hiat仔,hiat-a2
血脈,hiat-bek8
血戰,hiat-chian3
血箭疔,hiat-chiⁿ3-teng
血掌,hiat-chiong2
血族,hiat-chok8
血液,hiat-ek8
血漢,hiat-han3
靴桶,hia-thang2
hiat下,hiat-he7
血瘋,hiat-hong
血虛,hiat-hu
血虛,hiat-hi
血虛,hiat-hir
血暈,hiat-hun7
穴字頭,hiat-ji7-thau5
hiat擱,hiat-kak8
血氣,hiat-khi3
hiat--去,hiat--khi3
血痣,hiat-ki3
hiat燕,hiat-kian3
